,location,code,PSGC,Municipality/City,Poverty
0,BANGUED,140101000,140101000.0,Bangued,10.3
1,BOLINEY,140102000,140102000.0,Boliney,18.8
2,BUCAY,140103000,140103000.0,Bucay,15.8
3,BUCLOC,140104000,140104000.0,Bucloc,21.0
4,DAGUIOMAN,140105000,140105000.0,Daguioman,30.3
5,DANGLAS,140106000,140106000.0,Danglas,21.4
6,DOLORES,140107000,140107000.0,Dolores,16.3
7,LA PAZ,140108000,140108000.0,La Paz,19.3
8,LACUB,140109000,140109000.0,Lacub,27.1
9,LAGANGILANG,140110000,140110000.0,Lagangilang,22.4
10,LAGAYAN,140111000,140111000.0,Lagayan,27.2
11,LANGIDEN,140112000,140112000.0,Langiden,17.4
12,LICUAN-BAAY,140113000,140113000.0,Licuan-Baay (Licuan),27.7
13,LICUAN-BAAY,140113000,140113000.0,Licuan-Baay (Licuan),27.7
14,LICUAN,140113000,140113000.0,Licuan-Baay (Licuan),27.7
15,LICUAN,140113000,140113000.0,Licuan-Baay (Licuan),27.7
16,LUBA,140114000,140114000.0,Luba,18.4
17,MALIBCONG,140115000,140115000.0,Malibcong,44.5
18,MANABO,140116000,140116000.0,Manabo,15.7
19,PEÑARRUBIA,140117000,140117000.0,Peñarrubia,18.3
20,PIDIGAN,140118000,140118000.0,Pidigan,14.8
21,PILAR,140119000,140119000.0,Pilar,18.3
22,SALLAPADAN,140120000,140120000.0,Sallapadan,15.3
23,SAN ISIDRO,140121000,140121000.0,San Isidro,17.2
24,SAN JUAN,140122000,140122000.0,San Juan,16.8
25,SAN QUINTIN,140123000,140123000.0,San Quintin,11.6
26,TAYUM,140124000,140124000.0,Tayum,15.5
27,TINEG,140125000,140125000.0,Tineg,35.8
28,TUBO,140126000,140126000.0,Tubo,30.5
29,VILLAVICIOSA,140127000,140127000.0,Villaviciosa,14.3
30,BUENAVISTA,160201000,160201000.0,Buenavista,31.8
31,BUTUAN,160202000,160202000.0,Butuan City,26.6
32,CABADBARAN,160203000,160203000.0,Cabadbaran City,26.8
33,CARMEN,160204000,160204000.0,Carmen,36.4
34,JABONGA,160205000,160205000.0,Jabonga,42.3
35,KITCHARAO,160206000,160206000.0,Kitcharao,30.7
36,LAS NIEVES,160207000,160207000.0,Las Nieves,46.2
37,MAGALLANES,160208000,160208000.0,Magallanes,30.8
38,NASIPIT,160209000,160209000.0,Nasipit,26.7
39,REMEDIOS T. ROMUALDEZ,160212000,160212000.0,Remedios T. Romualdez,34.0
40,SANTIAGO,160210000,160210000.0,Santiago,39.5
41,TUBAY,160211000,160211000.0,Tubay,38.3
42,BAYUGAN,160301000,160301000.0,Bayugan City,38.1
43,BUNAWAN,160302000,160302000.0,Bunawan,38.1
44,ESPERANZA,160303000,160303000.0,Esperanza,50.5
45,LA PAZ,160304000,160304000.0,La Paz,58.4
46,LORETO,160305000,160305000.0,Loreto,49.0
47,PROSPERIDAD,160306000,160306000.0,Prosperidad,40.3
48,ROSARIO,160307000,160307000.0,Rosario,43.0
49,SAN FRANCISCO,160308000,160308000.0,San Francisco,32.2
50,SAN LUIS,160309000,160309000.0,San Luis,49.6
51,SANTA JOSEFA,160310000,160310000.0,Santa Josefa,40.5
52,SIBAGAT,160314000,160314000.0,Sibagat,46.2
53,TALACOGON,160311000,160311000.0,Talacogon,42.6
54,TRENTO,160312000,160312000.0,Trento,36.1
55,VERUELA,160313000,160313000.0,Veruela,47.2
56,ALTAVAS,60401000,60401000.0,Altavas,19.5
57,BALETE,60402000,60402000.0,Balete,23.8
58,BANGA,60403000,60403000.0,Banga,18.1
59,BATAN,60404000,60404000.0,Batan,21.0
60,BURUANGA,60405000,60405000.0,Buruanga,24.4
61,IBAJAY,60406000,60406000.0,Ibajay,21.8
62,KALIBO,60407000,60407000.0,Kalibo,12.5
63,LEZO,60408000,60408000.0,Lezo,18.0
64,LIBACAO,60409000,60409000.0,Libacao,30.1
65,MADALAG,60410000,60410000.0,Madalag,28.8
66,MAKATO,60411000,60411000.0,Makato,20.1
67,MALAY,60412000,60412000.0,Malay,17.3
68,MALINAO,60413000,60413000.0,Malinao,22.2
69,NABAS,60414000,60414000.0,Nabas,25.1
70,NEW WASHINGTON,60415000,60415000.0,New Washington,17.4
71,NUMANCIA,60416000,60416000.0,Numancia,12.6
72,TANGALAN,60417000,60417000.0,Tangalan,23.5
73,BACACAY,50501000,50501000.0,Bacacay,26.9
74,CAMALIG,50502000,50502000.0,Camalig,25.8
75,DARAGA,50503000,50503000.0,Daraga (Locsin),17.2
76,DARAGA,50503000,50503000.0,Daraga (Locsin),17.2
77,LOCSIN,50503000,50503000.0,Daraga (Locsin),17.2
78,LOCSIN,50503000,50503000.0,Daraga (Locsin),17.2
79,GUINOBATAN,50504000,50504000.0,Guinobatan,23.4
80,JOVELLAR,50505000,50505000.0,Jovellar,37.9
81,LEGAZPI,50506000,50506000.0,Legazpi City,18.0
82,LEGAZPI,50506000,50506000.0,Legazpi City,18.0
83,LEGASPI,50506000,50506000.0,Legazpi City,18.0
84,LEGASPI,50506000,50506000.0,Legazpi City,18.0
85,LIBON,50507000,50507000.0,Libon,36.0
86,LIGAO,50508000,50508000.0,Ligao City,27.8
87,MALILIPOT,50509000,50509000.0,Malilipot,20.3
88,MALINAO,50510000,50510000.0,Malinao,27.5
89,MANITO,50511000,50511000.0,Manito,34.3
90,OAS,50512000,50512000.0,Oas,31.8
91,PIO DURAN,50513000,50513000.0,Pio Duran,37.4
92,POLANGUI,50514000,50514000.0,Polangui,24.4
93,RAPU-RAPU,50515000,50515000.0,Rapu-Rapu,42.2
94,SANTO DOMINGO,50516000,50516000.0,Santo Domingo,21.1
95,SANTO DOMINGO,50516000,50516000.0,Santo Domingo,21.1
96,LIBOG,50516000,50516000.0,Santo Domingo,21.1
97,LIBOG,50516000,50516000.0,Santo Domingo,21.1
98,TABACO,50517000,50517000.0,Tabaco City,22.4
99,TIWI,50518000,50518000.0,Tiwi,27.9
100,ANINI-Y,60601000,60601000.0,Anini-Y,19.5
101,BARBAZA,60602000,60602000.0,Barbaza,20.7
102,BELISON,60603000,60603000.0,Belizon,13.3
103,BUGASONG,60604000,60604000.0,Bugasong,23.8
104,CALUYA,60605000,60605000.0,Caluya,25.4
105,CULASI,60606000,60606000.0,Culasi,23.0
106,HAMTIC,60608000,60608000.0,Hamtic,20.8
107,LAUA-AN,60609000,60609000.0,Laua-an,24.1
108,LIBERTAD,60610000,60610000.0,Libertad,20.9
109,PANDAN,60611000,60611000.0,Pandan,20.4
110,PATNONGON,60612000,60612000.0,Patnongon,22.3
111,SAN JOSE DE BUENAVISTA,60613000,60613000.0,San Jose,12.7
112,SAN REMIGIO,60614000,60614000.0,San Remigio,35.3
113,SEBASTE,60615000,60615000.0,Sebaste,19.8
114,SIBALOM,60616000,60616000.0,Sibalom,20.1
115,TIBIAO,60617000,60617000.0,Tibiao,20.9
116,TOBIAS FORNIER,60607000,60607000.0,Tobias Fornier,22.2
117,TOBIAS FORNIER,60607000,60607000.0,Tobias Fornier,22.2
118,DAO,60607000,60607000.0,Tobias Fornier,22.2
119,DAO,60607000,60607000.0,Tobias Fornier,22.2
120,VALDERRAMA,60618000,60618000.0,Valderrama,32.2
121,CALANASAN,148101000,148101000.0,Calanasan (Bayag),27.1
122,CALANASAN,148101000,148101000.0,Calanasan (Bayag),27.1
123,BAYAG,148101000,148101000.0,Calanasan (Bayag),27.1
124,BAYAG,148101000,148101000.0,Calanasan (Bayag),27.1
125,CONNER,148102000,148102000.0,Conner,21.6
126,FLORA,148103000,148103000.0,Flora,17.8
127,KABUGAO,148104000,148104000.0,Kabugao,24.9
128,LUNA,148105000,148105000.0,Luna,17.4
129,PUDTOL,148106000,148106000.0,Pudtol,26.4
130,SANTA MARCELA,148107000,148107000.0,Santa Marcela,16.4
131,BALER,37701000,37701000.0,Baler,9.1
132,CASIGURAN,37702000,37702000.0,Casiguran,12.7
133,DILASAG,37703000,37703000.0,Dilasag,12.4
134,DINALUNGAN,37704000,37704000.0,Dinalungan,9.1
135,DINGALAN,37705000,37705000.0,Dingalan,14.6
136,DIPACULAO,37706000,37706000.0,Dipaculao,12.3
137,MARIA AURORA,37707000,37707000.0,Maria Aurora,10.7
138,SAN LUIS,37708000,37708000.0,San Luis,11.8
139,AKBAR,150708000,150708000.0,Akbar,52.1
140,AL-BARKA,150709000,150709000.0,Al-barka,52.5
141,HADJI MOHAMMAD AJUL,150710000,150710000.0,Hadji Mohammad Ajul,56.1
142,HADJI MUHTAMAD,150712000,150712000.0,Hadji Muhtamad,57.2
143,ISABELA,99701000,,,
144,LAMITAN,150702000,150702000.0,Lamitan City,37.6
145,LANTAWAN,150703000,150703000.0,Lantawan,45.8
146,MALUSO,150704000,150704000.0,Maluso,48.7
147,SUMISIP,150705000,150705000.0,Sumisip,51.2
148,TABUAN-LASA,150713000,150713000.0,Tabuan-Lasa,62.2
149,TIPO-TIPO,150706000,150706000.0,Tipo-Tipo,54.6
150,TUBURAN,150707000,150707000.0,Tuburan,56.0
151,UNGKAYA PUKAN,150711000,150711000.0,Ungkaya Pukan,53.5
152,ABUCAY,30801000,30801000.0,Abucay,14.5
153,BAGAC,30802000,30802000.0,Bagac,11.2
154,BALANGA,30803000,30803000.0,Balanga City,9.5
155,DINALUPIHAN,30804000,30804000.0,Dinalupihan,13.8
156,HERMOSA,30805000,30805000.0,Hermosa,14.1
157,LIMAY,30806000,30806000.0,Limay,10.8
158,MARIVELES,30807000,30807000.0,Mariveles,10.5
159,MORONG,30808000,30808000.0,Morong,15.0
160,ORANI,30809000,30809000.0,Orani,10.6
161,ORION,30810000,30810000.0,Orion,14.5
162,PILAR,30811000,30811000.0,Pilar,12.6
163,SAMAL,30812000,30812000.0,Samal,13.1
164,BASCO,20901000,20901000.0,Basco,14.4
165,ITBAYAT,20902000,20902000.0,Itbayat,26.4
166,IVANA,20903000,20903000.0,Ivana,18.3
167,MAHATAO,20904000,20904000.0,Mahatao,18.0
168,SABTANG,20905000,20905000.0,Sabtang,24.2
169,UYUGAN,20906000,20906000.0,Uyugan,19.5
170,AGONCILLO,41001000,41001000.0,Agoncillo,11.8
171,ALITAGTAG,41002000,41002000.0,Alitagtag,6.0
172,BALAYAN,41003000,41003000.0,Balayan,6.5
173,BALETE,41004000,41004000.0,Balete,7.7
174,BATANGAS,41005000,41005000.0,Batangas City,4.6
175,BAUAN,41006000,41006000.0,Bauan,3.3
176,CALACA,41007000,41007000.0,Calaca,17.4
177,CALATAGAN,41008000,41008000.0,Calatagan,22.4
178,CUENCA,41009000,41009000.0,Cuenca,5.6
179,IBAAN,41010000,41010000.0,Ibaan,7.2
180,LAUREL,41011000,41011000.0,Laurel,25.7
181,LEMERY,41012000,41012000.0,Lemery,11.1
182,LIAN,41013000,41013000.0,Lian,13.3
183,LIPA,41014000,41014000.0,Lipa City,4.2
184,LOBO,41015000,41015000.0,Lobo,21.5
185,MABINI,41016000,41016000.0,Mabini,7.3
186,MALVAR,41017000,41017000.0,Malvar,4.3
187,MATAASNAKAHOY,41018000,41018000.0,Mataas Na Kahoy,3.6
188,NASUGBU,41019000,41019000.0,Nasugbu,12.7
189,PADRE GARCIA,41020000,41020000.0,Padre Garcia,7.2
190,ROSARIO,41021000,41021000.0,Rosario,11.6
191,SAN JOSE,41022000,41022000.0,San Jose,4.2
192,SAN JUAN,41023000,41023000.0,San Juan,15.4
193,SAN LUIS,41024000,41024000.0,San Luis,5.9
194,SAN NICOLAS,41025000,41025000.0,San Nicolas,12.1
195,SAN PASCUAL,41026000,41026000.0,San Pascual,2.8
196,SANTA TERESITA,41027000,41027000.0,Santa Teresita,6.5
197,SANTO TOMAS,41028000,41028000.0,Santo Tomas,4.0
198,TAAL,41029000,41029000.0,Taal,5.5
199,TALISAY,41030000,41030000.0,Talisay,8.8
200,TANAUAN,41031000,41031000.0,Tanauan City,4.6
201,TAYSAN,41032000,41032000.0,Taysan,13.0
202,TINGLOY,41033000,41033000.0,Tingloy,26.2
203,TUY,41034000,41034000.0,Tuy,12.4
204,ATOK,141101000,141101000.0,Atok,11.5
205,BAGUIO,141102000,141102000.0,Baguio City,2.5
206,BAKUN,141103000,141103000.0,Bakun,10.0
207,BOKOD,141104000,141104000.0,Bokod,9.2
208,BUGUIAS,141105000,141105000.0,Buguias,5.8
209,ITOGON,141106000,141106000.0,Itogon,6.3
210,KABAYAN,141107000,141107000.0,Kabayan,10.4
211,KAPANGAN,141108000,141108000.0,Kapangan,13.5
212,KIBUNGAN,141109000,141109000.0,Kibungan,18.5
213,LA TRINIDAD,141110000,141110000.0,La Trinidad,2.1
214,MANKAYAN,141111000,141111000.0,Mankayan,9.3
215,SABLAN,141112000,141112000.0,Sablan,6.8
216,TUBA,141113000,141113000.0,Tuba,6.8
217,TUBLAY,141114000,141114000.0,Tublay,9.7
218,ALMERIA,87801000,87801000.0,Almeria,22.2
219,BILIRAN,87802000,87802000.0,Biliran,27.7
220,CABUCGAYAN,87803000,87803000.0,Cabucgayan,35.3
221,CAIBIRAN,87804000,87804000.0,Caibiran,38.1
222,CULABA,87805000,87805000.0,Culaba,39.4
223,KAWAYAN,87806000,87806000.0,Kawayan,35.5
224,MARIPIPI,87807000,87807000.0,Maripipi,31.4
225,NAVAL,87808000,87808000.0,Naval,27.7
226,ALBURQUERQUE,71201000,71201000.0,Alburquerque,16.3
227,ALICIA,71202000,71202000.0,Alicia,35.4
228,ANDA,71203000,71203000.0,Anda,30.1
229,ANTEQUERA,71204000,71204000.0,Antequera,18.4
230,BACLAYON,71205000,71205000.0,Baclayon,15.8
231,BALILIHAN,71206000,71206000.0,Balilihan,22.5
232,BATUAN,71207000,71207000.0,Batuan,24.1
233,BIEN UNIDO,71248000,71248000.0,Bien Unido,50.4
234,BILAR,71208000,71208000.0,Bilar,23.8
235,BUENAVISTA,71209000,71209000.0,Buenavista,41.9
236,CALAPE,71210000,71210000.0,Calape,22.7
237,CANDIJAY,71211000,71211000.0,Candijay,28.4
238,CARMEN,71212000,71212000.0,Carmen,29.2
239,CATIGBIAN,71213000,71213000.0,Catigbian,29.2
240,CLARIN,71214000,71214000.0,Clarin,22.9
241,CORELLA,71215000,71215000.0,Corella,14.0
242,CORTES,71216000,71216000.0,Cortes,15.9
243,DAGOHOY,71217000,71217000.0,Dagohoy,35.2
244,DANAO,71218000,71218000.0,Danao,35.1
245,DAUIS,71219000,71219000.0,Dauis,14.4
246,DIMIAO,71220000,71220000.0,Dimiao,27.1
247,DUERO,71221000,71221000.0,Duero,29.6
248,GARCIA HERNANDEZ,71222000,71222000.0,Garcia Hernandez,26.3
249,GETAFE,71226000,71226000.0,Getafe,42.9
250,GUINDULMAN,71223000,71223000.0,Guindulman,30.0
251,INABANGA,71224000,71224000.0,Inabanga,31.1
252,JAGNA,71225000,71225000.0,Jagna,23.3
253,LILA,71227000,71227000.0,Lila,26.3
254,LOAY,71228000,71228000.0,Loay,19.8
255,LOBOC,71229000,71229000.0,Loboc,17.0
256,LOON,71230000,71230000.0,Loon,21.4
257,MABINI,71231000,71231000.0,Mabini,34.1
258,MARIBOJOC,71232000,71232000.0,Maribojoc,14.6
259,PANGLAO,71233000,71233000.0,Panglao,19.7
260,PILAR,71234000,71234000.0,Pilar,38.2
261,PRESIDENT CARLOS P. GARCIA,71235000,71235000.0,Pres. Carlos P. Garcia,45.8
262,PRESIDENT CARLOS P. GARCIA,71235000,71235000.0,Pres. Carlos P. Garcia,45.8
263,PRESIDENT CARLOS P. GARCIA,71235000,71235000.0,Pres. Carlos P. Garcia,45.8
264,PITOGO,71235000,71235000.0,Pres. Carlos P. Garcia,45.8
265,PITOGO,71235000,71235000.0,Pres. Carlos P. Garcia,45.8
266,PITOGO,71235000,71235000.0,Pres. Carlos P. Garcia,45.8
267,PRES. CARLOS P. GARCIA,71235000,71235000.0,Pres. Carlos P. Garcia,45.8
268,PRES. CARLOS P. GARCIA,71235000,71235000.0,Pres. Carlos P. Garcia,45.8
269,PRES. CARLOS P. GARCIA,71235000,71235000.0,Pres. Carlos P. Garcia,45.8
270,SAGBAYAN,71236000,71236000.0,Sagbayan,23.9
271,SAGBAYAN,71236000,71236000.0,Sagbayan,23.9
272,BORJA,71236000,71236000.0,Sagbayan,23.9
273,BORJA,71236000,71236000.0,Sagbayan,23.9
274,SAN ISIDRO,71237000,71237000.0,San Isidro,30.9
275,SAN MIGUEL,71238000,71238000.0,San Miguel,31.6
276,SEVILLA,71239000,71239000.0,Sevilla,26.0
277,SIERRA BULLONES,71240000,71240000.0,Sierra Bullones,31.6
278,SIKATUNA,71241000,71241000.0,Sikatuna,19.4
279,TAGBILARAN,71242000,71242000.0,Tagbilaran City,8.7
280,TALIBON,71243000,71243000.0,Talibon,34.6
281,TRINIDAD,71244000,71244000.0,Trinidad,32.1
282,TUBIGON,71245000,71245000.0,Tubigon,21.5
283,UBAY,71246000,71246000.0,Ubay,34.4
284,VALENCIA,71247000,71247000.0,Valencia,29.1
285,BAUNGON,101301000,101301000.0,Baungon,49.7
286,CABANGLASAN,101322000,101322000.0,Cabanglasan,60.8
287,DAMULOG,101302000,101302000.0,Damulog,61.5
288,DANGCAGAN,101303000,101303000.0,Dangcagan,43.1
289,DON CARLOS,101304000,101304000.0,Don Carlos,39.0
290,IMPASUGONG,101305000,101305000.0,Impasug-ong,58.0
291,KADINGILAN,101306000,101306000.0,Kadingilan,57.5
292,KALILANGAN,101307000,101307000.0,Kalilangan,52.1
293,KIBAWE,101308000,101308000.0,Kibawe,45.3
294,KITAOTAO,101309000,101309000.0,Kitaotao,65.5
295,LANTAPAN,101310000,101310000.0,Lantapan,48.3
296,LIBONA,101311000,101311000.0,Libona,37.4
297,MALAYBALAY,101312000,101312000.0,Malaybalay City,36.5
298,MALITBOG,101313000,101313000.0,Malitbog,65.7
299,MANOLO FORTICH,101314000,101314000.0,Manolo Fortich,35.7
300,MARAMAG,101315000,101315000.0,Maramag,36.5
301,PANGANTUCAN,101316000,101316000.0,Pangantucan,49.1
302,QUEZON,101317000,101317000.0,Quezon,55.3
303,SAN FERNANDO,101318000,101318000.0,San Fernando,59.0
304,SUMILAO,101319000,101319000.0,Sumilao,43.0
305,TALAKAG,101320000,101320000.0,Talakag,64.6
306,VALENCIA,101321000,101321000.0,Valencia City,31.4
307,ANGAT,31401000,31401000.0,Angat,7.6
308,BALAGTAS,31402000,31402000.0,Balagtas,6.9
309,BALAGTAS,31402000,31402000.0,Balagtas,6.9
310,BIGAA,31402000,31402000.0,Balagtas,6.9
311,BIGAA,31402000,31402000.0,Balagtas,6.9
312,BALIUAG,31403000,31403000.0,Baliuag,5.4
313,BOCAUE,31404000,31404000.0,Bocaue,7.7
314,BULAKAN,31405000,31405000.0,Bulacan,6.2
315,BUSTOS,31406000,31406000.0,Bustos,5.8
316,CALUMPIT,31407000,31407000.0,Calumpit,6.3
317,DOÑA REMEDIOS TRINIDAD,31424000,31424000.0,Doña Remedios Trinidad,18.9
318,GUIGUINTO,31408000,31408000.0,Guiguinto,5.7
319,HAGONOY,31409000,31409000.0,Hagonoy,6.1
320,MALOLOS,31410000,31410000.0,Malolos City,4.6
321,MARILAO,31411000,31411000.0,Marilao,5.1
322,MEYCAUAYAN,31412000,31412000.0,Meycauayan City,5.8
323,NORZAGARAY,31413000,31413000.0,Norzagaray,8.6
324,OBANDO,31414000,31414000.0,Obando,5.2
325,PANDI,31415000,31415000.0,Pandi,8.8
326,PAOMBONG,31416000,31416000.0,Paombong,8.3
327,PLARIDEL,31417000,31417000.0,Plaridel,6.0
328,PULILAN,31418000,31418000.0,Pulilan,7.4
329,SAN ILDEFONSO,31419000,31419000.0,San Idelfonso,9.2
330,SAN JOSE DEL MONTE,31420000,31420000.0,San Jose Del Monte City,7.0
331,SAN MIGUEL,31421000,31421000.0,San Miguel,10.5
332,SAN RAFAEL,31422000,31422000.0,San Rafael,7.0
333,SANTA MARIA,31423000,31423000.0,Santa Maria,6.2
334,ABULUG,21501000,21501000.0,Abulug,14.4
335,ALCALA,21502000,21502000.0,Alcala,13.6
336,ALLACAPAN,21503000,21503000.0,Allacapan,12.3
337,AMULUNG,21504000,21504000.0,Amulung,17.5
338,APARRI,21505000,21505000.0,Aparri,15.4
339,BAGGAO,21506000,21506000.0,Baggao,13.4
340,BALLESTEROS,21507000,21507000.0,Ballesteros,12.5
341,BUGUEY,21508000,21508000.0,Buguey,15.8
342,CALAYAN,21509000,21509000.0,Calayan,22.7
343,CAMALANIUGAN,21510000,21510000.0,Camalaniugan,11.9
344,CLAVERIA,21511000,21511000.0,Claveria,9.4
345,ENRILE,21512000,21512000.0,Enrile,12.6
346,GATTARAN,21513000,21513000.0,Gattaran,14.8
347,GONZAGA,21514000,21514000.0,Gonzaga,13.1
348,IGUIG,21515000,21515000.0,Iguig,12.5
349,LAL-LO,21516000,21516000.0,Lal-lo,11.1
350,LASAM,21517000,21517000.0,Lasam,12.2
351,PAMPLONA,21518000,21518000.0,Pamplona,15.0
352,PEÑABLANCA,21519000,21519000.0,Peñablanca,12.6
353,PIAT,21520000,21520000.0,Piat,14.4
354,RIZAL,21521000,21521000.0,Rizal,22.6
355,SANCHEZ-MIRA,21522000,21522000.0,Sanchez-Mira,9.9
356,SANTA ANA,21523000,21523000.0,Santa Ana,12.5
357,SANTA PRAXEDES,21524000,21524000.0,Santa Praxedes,9.8
358,SANTA TERESITA,21525000,21525000.0,Santa Teresita,12.6
359,SANTO NIÑO,21526000,21526000.0,Santo Niño,19.7
360,SANTO NIÑO,21526000,21526000.0,Santo Niño,19.7
361,FAIRE,21526000,21526000.0,Santo Niño,19.7
362,FAIRE,21526000,21526000.0,Santo Niño,19.7
363,SOLANA,21527000,21527000.0,Solana,11.9
364,TUAO,21528000,21528000.0,Tuao,15.5
365,TUGUEGARAO,21529000,21529000.0,Tuguegarao City,6.0
366,BASUD,51601000,51601000.0,Basud,37.0
367,CAPALONGA,51602000,51602000.0,Capalonga,48.7
368,DAET,51603000,51603000.0,Daet,21.3
369,JOSE PANGANIBAN,51605000,51605000.0,Jose Panganiban,34.4
370,LABO,51606000,51606000.0,Labo,39.4
371,MERCEDES,51607000,51607000.0,Mercedes,43.7
372,PARACALE,51608000,51608000.0,Paracale,35.8
373,SAN LORENZO RUIZ,51604000,51604000.0,San Lorenzo Ruiz,36.4
374,SAN LORENZO RUIZ,51604000,51604000.0,San Lorenzo Ruiz,36.4
375,IMELDA,51604000,51604000.0,San Lorenzo Ruiz,36.4
376,IMELDA,51604000,51604000.0,San Lorenzo Ruiz,36.4
377,SAN VICENTE,51609000,51609000.0,San Vicente,33.0
378,SANTA ELENA,51610000,51610000.0,Santa Elena,43.7
379,TALISAY,51611000,51611000.0,Talisay,26.7
380,VINZONS,51612000,51612000.0,Vinzons,43.1
381,BAAO,51701000,51701000.0,Baao,35.7
382,BALATAN,51702000,51702000.0,Balatan,51.7
383,BATO,51703000,51703000.0,Bato,41.2
384,BOMBON,51704000,51704000.0,Bombon,32.0
385,BUHI,51705000,51705000.0,Buhi,39.8
386,BULA,51706000,51706000.0,Bula,45.4
387,CABUSAO,51707000,51707000.0,Cabusao,42.0
388,CALABANGA,51708000,51708000.0,Calabanga,36.4
389,CAMALIGAN,51709000,51709000.0,Camaligan,24.5
390,CANAMAN,51710000,51710000.0,Canaman,30.8
391,CARAMOAN,51711000,51711000.0,Caramoan,51.3
392,DEL GALLEGO,51712000,51712000.0,Del Gallego,44.7
393,GAINZA,51713000,51713000.0,Gainza,38.8
